1  2953708 6309897
2  5894041 11854056
4  12548667 23513527
8  50224250 44250386
16  96293875 91662392
32  192352625 177904355
64  392210250 354305528

# n   local      pdc
1   106358500    5624279    
2   232359584    75328114   
4   789230917    221722490  
8   1517167124   500455330  
16  2950337876   1099137942 
32  6289484749   2213685559 
64  12101729750  4524491436 
